nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
Museum Si Pitung,-6.0969265,106.9588827,"Rumah si Pitung, Jalan Marunda Pulo, RW 07, Marunda, Cilincing, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14230, Indonesia",,Daerah Khusus ibukota Jakarta
Mall Samarinda Central Plaza,-0.5035318,117.1550694,"Samarinda Central Plaza (SCP), Jalan Pulau Irian, Pelabuhan, Samarinda Kota, Samarinda, Kalimantan Timur, Kalimantan, 75381, Indonesia",Kalimantan Timur,Samarinda
Saung Angklung Udjo,-6.8982695,107.6552971,"Saung Angklung Udjo, Jalan Padasuka, Pasirlayung, Cibeunying Kidul, Kota Bandung, Jawa Barat, Jawa, 40282, Indonesia",Jawa Barat,Kota Bandung
SeaWorld Ancol,-6.125818,106.8428846,"SeaWorld Ancol, Jalan Pasir Putih Raya, Kawasan Wisata Ancol, Ancol, Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14430, Indonesia",,Daerah Khusus ibukota Jakarta
Seminyak Village,-8.683248,115.1568656,"Seminyak Village, No.8, Jalan Kayu Jati, Seminyak, Kuta, Kuta Utara, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
Museum Setia Darma,-8.533909,115.2795977,"Setia Darma, Jalan Tegal Bingin, Mas, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
Situ Ciburuy,-6.8298711,107.4684209,"Situ Ciburuy, Cempakamekar, Bandung Barat, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bandung Barat
Situ Cileunca,-7.2020039,107.5471421,"Situ Cileunca, Kampung Cibuluh, Pulosari, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kabupaten Bandung
Situ Cisanti,-7.2093913,107.6574773,"Situ Cisanti, Kertasari, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kabupaten Bandung
Situ Patenggang,-7.1652597,107.3697821,"Situ Patenggang, Bauan, Rancabali, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kabupaten Bandung
Situ Rawa Gede,-6.2929281,106.9772878,"Situ Rawa Gede, Pesona Metropolitan, Bojong Menteng, Bekasi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bekasi
Kampung Batik Laweyan,-7.5694863,110.7960636,"Solia Zigna, 525, Jalan Dokter Rajiman Widiodiningrat, Laweyan, Surakarta, Jawa Tengah, Jawa, 57146, Indonesia",Jawa Tengah,Surakarta
Museum Kalimantan Utara,-3.3024355,114.6091698,"STMIK Indonesia Banjarmasin, Jalan Museum Perjuangan, Sungai Jingah, Banjarmasin Utara, Banjarmasin, Kalimantan Selatan, Kalimantan, 70121, Indonesia",Kalimantan Selatan,Banjarmasin
Sukawati Art Market,-8.5964488,115.282342,"Sukawati Art Market, Jalan Lettu Wayan Sutha, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
Taman Ayodya,-6.2452139,106.7945886,"Taman Ayodya, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Kota Pontianak,-0.0494311,109.3436,"TAMAN BUDAYA, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Pontianak
Taman Bunga Nusantara,-6.7277478,107.0794088,"Taman Bunga Nusantara, Kawungluwuk, Cianjur, Jawa Barat, Jawa, Indonesia",Jawa Barat,Cianjur
Taman Kota Singkawang,0.9124179,108.9904002,"Taman Burung, Singkawang Barat, Singkawang, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Singkawang
Taman Hutan Raya Ir. H. Juanda,-6.8411686,107.6503782,"Taman Hutan Raya Ir. H. Juanda, Coblong, Langensari, Bandung Barat, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bandung Barat
Ancol Dreamland,-6.1215807,106.8371407,"Taman Impian Jaya Ancol, No.7, Jalan Pademangan VIII, RW 10, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14430, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Impian Jaya Ancol,-6.1215807,106.8371407,"Taman Impian Jaya Ancol, No.7, Jalan Pademangan VIII, RW 10, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14430, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Ismail Marzuki,-6.1891551,106.8398854,"Taman Ismail Marzuki, 73, Cikini, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10330, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Kota Kendari,-3.9736474,122.5129244,"Taman Kota Kendari, Mandonga, Kendari, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Kendari
Taman Kota Palangkaraya,-2.2158757,113.9193856,"Taman Kota, Langkai, Palangka Raya, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Palangka Raya
Taman Margasatwa Semarang,-6.9703808,110.2885067,"Taman Margasatwa Semarang, Jalan Jenderal Urip Sumoharjo, RW 01, Wonosari, Ngaliyan, Kota Semarang, Kendal, Jawa Tengah, Jawa, 51372, Indonesia",Jawa Tengah,Kota Semarang
Taman Mayura,-8.586649,116.1331976,"Taman Mayura, Lingk. Ukir Kawi, Kel. Cakranegara Timur, Cakranegara Utara, Mataram, Kec. Cakranegara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Mataram
Taman Menteng,-6.1959974,106.8295739,"Taman Menteng, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10310, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Mini Indonesia Indah,-6.3026341,106.8952962,"Taman Mini Indonesia Indah, Gang An Nur 2C, RW 10, Lubang Buaya, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13810, Indonesia",,Jakarta Timur
Taman Nasional Halmahera,0.5894491,127.7387051,"Taman Nasional Aketajawe Lolobata, Halmahera Tengah, Maluku Utara, Maluku, Indonesia",Maluku Utara,Halmahera Tengah
Taman Nasional Alas Purwo,-8.6135534,114.3981629,"Taman Nasional Alas Purwo, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
Taman Nasional Bali Barat,-8.1672301,114.4626955,"Taman Nasional Bali Barat, Labuhan Lalang, Gerokgak, Buleleng, Bali, Nusa Tenggara, 82253, Indonesia",Bali,Buleleng
Taman Nasional Baluran,-7.8363697,114.3808459,"Taman Nasional Baluran, Situbondo, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Situbondo
Taman Nasional Bantimurung,-4.8683732,119.6930821,"Taman Nasional Bantimurung Bulusaraung, Pangkajene dan Kepulauan, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Pangkajene dan Kepulauan
Taman Nasional Bogani Nani Wartabone,0.5810207,123.549791,"Taman Nasional Bogani Nani Wartabone, Bolaang Mongondow Utara, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Bolaang Mongondow Utara
Taman Nasional Bromo Tengger Semeru,-8.0254422,112.949168,"Taman Nasional Bromo Tengger Semeru, Kabupaten Malang, Jawa Timur, Jawa, 67254, Indonesia",Jawa Timur,Kabupaten Malang
Taman Nasional Bukit Baka Bukit Raya,-0.7158521,112.5860848,"Taman Nasional Bukit Baka Bukit Raya, Katingan, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Katingan
Bukit Barisan Selatan,-5.2472574,104.149891,"Taman Nasional Bukit Barisan Selatan, Pesisir Barat, Lampung, Sumatera, Indonesia",Lampung,Pesisir Barat
Taman Nasional Bukit Barisan Selatan,-5.2472574,104.149891,"Taman Nasional Bukit Barisan Selatan, Pesisir Barat, Lampung, Sumatera, Indonesia",Lampung,Pesisir Barat
Bukit Barisan,-5.2472574,104.149891,"Taman Nasional Bukit Barisan Selatan, Pesisir Barat, Lampung, Sumatera, Indonesia",Lampung,Pesisir Barat
Taman Nasional Bunaken,1.6732183,124.758243,"Taman Nasional Bunaken, Minahasa Utara, Sulawesi Utara, Sulawesi, 95231, Indonesia",Sulawesi Utara,Minahasa Utara
Taman Nasional Danau Sentarum,0.8367767,112.1830307,"Taman Nasional Danau Sentarum, Kapuas Hulu, Kalimantan Barat, Kalimantan, 78775, Indonesia",Kalimantan Barat,Kapuas Hulu
Gunung Gede Pangrango,-6.7752118,106.9311234,"Taman Nasional Gunung Gede Pangrango, Kadudampit, Megamendung, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi
Taman Nasional Gunung Gede Pangrango,-6.7752118,106.9311234,"Taman Nasional Gunung Gede Pangrango, Kadudampit, Megamendung, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi
Gunung Halimun Salak National Park,-6.7417746,106.4540374,"Taman Nasional Gunung Halimun-Salak, Lebak, Banten, Jawa, 16696, Indonesia",Banten,Lebak
Taman Nasional Gunung Merapi,-7.5599048,110.4302775,"Taman Nasional Gunung Merapi, Hargobinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Hargobinangun
Taman Nasional Gunung Merbabu,-7.4405123,110.4370164,"Taman Nasional Gunung Merbabu, Batur, Selo, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kabupaten Semarang
Gunung Palung National Park,-1.2137375,110.2375269,"Taman Nasional Gunung Palung, Kayong Utara, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kayong Utara
Taman Nasional Gunung Rinjani,-8.4260537,116.4763578,"Taman Nasional Gunung Rinjani, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Taman Nasional Gunung Tambora,-8.2763787,117.996753,"Taman Nasional Gunung Tambora, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,
Taman Nasional Kayan Mentarang,3.2061545,115.8636941,"Taman Nasional Kayan Mentarang, Kalimantan Utara, Kalimantan, Indonesia",Kalimantan Utara,Kalimantan
Taman Nasional Komodo,-8.6069899,119.5729395,"Taman Nasional Komodo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Manggarai Barat
Taman Nasional Kutai,0.356592,117.2655867,"Taman Nasional Kutai, Kutai Timur, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Kutai Timur
Taman Nasional Lore Lindu,-1.5190466,120.1852466,"Taman Nasional Lore Lindu, Poso, Sulawesi Tengah, Sulawesi, Indonesia",Sulawesi Tengah,Poso
Taman Nasional Manusela,-3.0484302,129.2357306,"Taman Nasional Manusela, Maluku Tengah, Maluku, Indonesia",Maluku,Maluku Tengah
Taman Nasional Meru Betiri,-8.4606063,113.85749,"Taman Nasional Meru Betiri, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi
Taman Nasional Tanjung Puting,-3.0641552,112.0185747,"Taman Nasional Tanjung Puting, Kotawaringin Barat, Kalimantan Tengah, Kalimantan, Indonesia",Kalimantan Tengah,Kotawaringin Barat
Taman Nasional Teluk Cenderawasih,-2.54526,135.0106277,"Taman Nasional Teluk Cenderawasih, Papua Tengah, Western New Guinea, Indonesia",Papua Tengah,Western New Guinea
Taman Nasional Ujung Kulon,-6.751449,105.3177956,"Taman Nasional Ujung Kulon, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang
Taman Nasional Wakatobi,-5.9011111,124.1165972,"Taman Nasional Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Sulawesi
Taman Nasional Wasur,-8.5922228,140.7692643,"Taman Nasional Wasur, Papua Selatan, Western New Guinea, Indonesia",Papua Selatan,Western New Guinea
Way Kambas National Park,-4.9373689,105.7283403,"Taman Nasional Way Kambas, Lampung Timur, Lampung, Sumatera, Indonesia",Lampung,Lampung Timur
Taman Nusa,-8.5309522,115.3600358,"Taman Nusa Bali, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
Pantai Kartini,-6.5880078,110.6453129,"taman pantai kartini, Bulu, Jepara, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Jepara
Taman Pintar Yogyakarta,-7.8010466,110.3677697,"Taman Pintar Yogyakarta, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
Taman Safari Prigen,-7.752837,112.667453,"Taman Safari Indonesia Prigen, Taman Safari, Jatiarjo, Pasuruan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pasuruan
Taman Sari,-7.7495744,110.3971884,"taman sari, Sinduharjo, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Sleman
Taman Sari,-7.1088232,110.2377518,"Taman Sari, Truka, Kedungsari, Kendal, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kendal
Taman Spatodhea,-6.3230579,106.8244616,"Taman Spatodhea, Jalan Kebagusan Raya, RW 03, Jagakarsa, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12520, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Suropati,-6.1994502,106.8326426,"Taman Suropati, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10310, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Udayana,-8.5721301,116.1025692,"Taman Udayana, Lingk. Dasan Sari, Kel. Kebon Sari, Mataram, Kec. Selaparang, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Mataram
Taman Sukasada,-8.464546,115.6304955,"Taman Ujung Water Palace, Jalan Seraya Karangasem, Ujung Hyang, Ujung, Kecamatan Karangasem, Karangasem, Bali, Nusa Tenggara, 80311, Indonesia",Bali,Karangasem
Taman Waduk Pluit,-6.115239,106.7948586,"Taman Waduk Pluit, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14350, Indonesia",,Daerah Khusus ibukota Jakarta
Taman Cagar Alam Gunung Ambang,0.7518555,124.4170723,"Taman Wisata Alam Gunung Ambang, Moat, Bolaang Mongondow Timur, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Bolaang Mongondow Timur
Taman Narmada,-8.5960238,116.2053339,"taman wisata narmada, Lingk. Muhajirin Narmada, Krama Jaya, Narmada, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Barat
Taman Laut Banda,-4.5201649,129.924145,"Taman Wisata Perairan Laut Banda, Selamon, Maluku, Indonesia",Maluku,Maluku
Taman Laut Banda Neira,-4.5201649,129.924145,"Taman Wisata Perairan Laut Banda, Selamon, Maluku, Indonesia",Maluku,Maluku
Taman Kota Makassar,-5.182353,119.4293122,"Taman, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Makassar
Pura Tanah Lot,-8.6212249,115.0868804,"Tanah Lot, Jalan Enjung Pura, Beraban, Tabanan, Bali, Nusa Tenggara, 82121, Indonesia",Bali,Tabanan
Tangkuban Perahu,-6.7534098,107.608264,"Tangkuban Parahu, Subang, Jawa Barat, Jawa, Indonesia",Jawa Barat,Subang
Alun-Alun Kendari,-4.0286681,122.5205774,"Tawang Alun Futsal Arena, Jalan Terong, Bonggoeya, Kendari, Sulawesi Tenggara, Sulawesi, 93112, Indonesia",Sulawesi Tenggara,Kendari
Tebing Breksi,-7.7814296,110.5049834,"Tebing Breksi, Alternatif Prambanan-Lemahbang, Sambirejo, Prambanan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55572, Indonesia",Daerah Istimewa Yogyakarta,Sleman
Tebing Keraton,-6.8348584,107.6638952,"Tebing Keraton, Jalan Cibodas Maribaya, 14, Cibodas, Bandung Barat, Jawa Barat, Jawa, 40197, Indonesia",Jawa Barat,Bandung Barat
Air Terjun Tegenungan,-8.5752294,115.2907014,"Tegenungan Blangsinga, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar
Telaga Pengilon,-7.215219,109.9171948,"Telaga Pengilon, Siterus, Jojogan, Wonosobo, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Wonosobo
Telaga Warna,-7.2136576,109.915434,"Telaga Warna, Siterus, Jojogan, Wonosobo, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Wonosobo
Jembatan Samarinda,-0.585182,117.1095104,"Terminal Kargo & Jembatan Timbang 2,5 Loa Janan, Tani Aman, Loa Janan Ilir, Samarinda, Kalimantan Timur, Kalimantan, 75391, Indonesia",Kalimantan Timur,Samarinda
The Lodge Maribaya,-6.8292707,107.6878408,"The Lodge Maribaya, Jalan Cibodas Maribaya, 15, Cibodas, Bandung Barat, Jawa Barat, Jawa, 40931, Indonesia",Jawa Barat,Bandung Barat
Plaza Balikpapan,-1.2781938,116.8398348,"The Plaza Balikpapan, Jalan Jenderal Sudirman, Klandasan Ilir, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76121, Indonesia",Kalimantan Timur,Balikpapan
Mall Plaza Balikpapan,-1.2781938,116.8398348,"The Plaza Balikpapan, Jalan Jenderal Sudirman, Klandasan Ilir, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76121, Indonesia",Kalimantan Timur,Balikpapan
Trans Studio Bandung,-6.9247021,107.6360969,"Trans Studio Bandung, Jalan Cibangkong Lor, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40274, Indonesia",Jawa Barat,Kota Bandung
Trans Studio Mall,-5.1588529,119.3940742,"Trans Studio Mall, Maccini Sombala, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Sulawesi Selatan,Makassar
Monumen Tugu Pahlawan,-7.2454453,112.7378996,"UPTD Monumen Tugu Pahlawan Dan Museum Sepuluh Nopember, Jalan Pahlawan, RW 01, Alon-Alon Contong, Bubutan, Surabaya, Jawa Timur, Jawa, 60174, Indonesia",Jawa Timur,Surabaya
Pantai Tanjung,-2.9327697,132.2991496,"Wagom Pantai, Tanjung Wagom, Wagom Pantai, Fakfak, Papua Barat, Western New Guinea, 98100, Indonesia",Papua Barat,Fakfak
Waterbom Bali,-8.7282927,115.170627,"Waterbom Bali, Gang Kingkong, Kuta, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
Sungai Way Seputih,-4.8585891,105.3350899,"Way Seputih, Lampung, Sumatera, Indonesia",Lampung,Sumatera
Museum Wayang,-6.1348145,106.8125091,"Wayang Museum, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
Pantai Amed,-8.3305768,115.638125,"Weston Pantai Rumah, Jalan. I Ketut Natih, Purwa Kerthi, Kecamatan Abang, Karangasem, Bali, Nusa Tenggara, 80852, Indonesia",Bali,Karangasem
Goa Pandawa,-7.852614,112.5010005,"Wisata Goa Pandawa, Sumberejo, Kota Batu, Jawa Timur, Jawa, 65312, Indonesia",Jawa Timur,Kota Batu
Wisata Kuliner Bontang,0.141693,117.5184461,"Wisata Kuliner Bontang Kuala, Jalan Batu Sahasa 4, Bontang Kuala, Kalimantan Timur, Kalimantan, 75311, Indonesia",Kalimantan Timur,Kalimantan
Wisata Kuliner Kalimantan Tengah,-3.3144585,114.590519,"Wisata Kuliner Tarakan, Jalan Tarakan, Antasan Besar, Banjarmasin Tengah, Banjarmasin, Kalimantan Selatan, Kalimantan, 70114, Indonesia",Kalimantan Selatan,Banjarmasin
